"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","BREST-ubuntu",,,,"User:","abdallah"
"Cmdline:","dstat -t -cdmnl --output /home/abdallah/git/gitlab.uni.lu/aibrahim/presence/presence/cli/Tmp/campaigndstat.csv 1 181",,,,"Date:","30 Oct 2019 16:50:25 CET"

"system","total cpu usage",,,,,,"dsk/total",,"memory usage",,,,"net/total",,"load avg",,
31-10 17:04:40,95.990,2.757,1.253,0.0,0.0,0.0,0.0,2838528.0,2600837120.0,135815168.0,1313394688.0,4222332928.0,0.0,0.0,3.060,2.820,1.630
31-10 17:04:41,95.739,2.256,2.005,0.0,0.0,0.0,0.0,73728.0,2854084608.0,135815168.0,1313484800.0,3968995328.0,0.0,0.0,3.060,2.820,1.630
31-10 17:04:42,97.236,1.759,1.005,0.0,0.0,0.0,0.0,24576.0,2888282112.0,135815168.0,1313218560.0,3935064064.0,0.0,0.0,3.060,2.820,1.630
31-10 17:04:43,97.506,2.494,0.0,0.0,0.0,0.0,0.0,2899968.0,2939428864.0,135823360.0,1313308672.0,3883819008.0,0.0,0.0,3.060,2.820,1.630
31-10 17:04:44,97.990,1.508,0.503,0.0,0.0,0.0,0.0,45056.0,2562334720.0,135823360.0,1313419264.0,4260802560.0,0.0,0.0,3.060,2.820,1.630
31-10 17:04:45,96.734,2.764,0.503,0.0,0.0,0.0,0.0,184320.0,2611781632.0,135823360.0,1313492992.0,4211281920.0,0.0,0.0,3.380,2.890,1.660
31-10 17:04:46,97.250,2.0,0.500,0.0,0.0,0.250,0.0,126976.0,2719756288.0,135831552.0,1313546240.0,4103245824.0,0.0,0.0,3.380,2.890,1.660
31-10 17:04:47,98.254,1.247,0.499,0.0,0.0,0.0,0.0,28672.0,2868584448.0,135831552.0,1313525760.0,3954438144.0,0.0,0.0,3.380,2.890,1.660
31-10 17:04:48,98.744,1.256,0.0,0.0,0.0,0.0,0.0,2899968.0,2921283584.0,135839744.0,1313210368.0,3902046208.0,0.0,0.0,3.380,2.890,1.660
31-10 17:04:49,96.742,2.256,1.003,0.0,0.0,0.0,0.0,53248.0,2566148096.0,135839744.0,1313267712.0,4257124352.0,0.0,0.0,3.380,2.890,1.660
31-10 17:04:50,96.750,2.750,0.500,0.0,0.0,0.0,0.0,32768.0,2599063552.0,135839744.0,1313169408.0,4224307200.0,0.0,0.0,3.590,2.940,1.680
31-10 17:04:51,96.985,1.759,1.256,0.0,0.0,0.0,0.0,24576.0,2650861568.0,135839744.0,1313280000.0,4172398592.0,0.0,0.0,3.590,2.940,1.680
31-10 17:04:52,96.482,1.256,2.261,0.0,0.0,0.0,0.0,176128.0,2791669760.0,135839744.0,1313517568.0,4031352832.0,0.0,0.0,3.590,2.940,1.680
31-10 17:04:53,96.491,1.504,1.754,0.0,0.0,0.251,0.0,278528.0,2882441216.0,135847936.0,1313492992.0,3940597760.0,0.0,0.0,3.590,2.940,1.680
31-10 17:04:54,98.250,1.750,0.0,0.0,0.0,0.0,0.0,2756608.0,2929164288.0,135856128.0,1313128448.0,3894231040.0,0.0,0.0,3.590,2.940,1.680
31-10 17:04:55,93.467,3.266,3.266,0.0,0.0,0.0,0.0,81920.0,2579267584.0,135856128.0,1313075200.0,4244180992.0,0.0,0.0,3.780,2.990,1.710
31-10 17:04:56,96.985,1.005,2.010,0.0,0.0,0.0,0.0,16384.0,2642128896.0,135856128.0,1313206272.0,4181188608.0,0.0,0.0,3.780,2.990,1.710
31-10 17:04:57,96.725,1.008,2.267,0.0,0.0,0.0,0.0,204800.0,2786091008.0,135856128.0,1313431552.0,4037001216.0,0.0,0.0,3.780,2.990,1.710
31-10 17:04:58,98.0,1.750,0.250,0.0,0.0,0.0,0.0,282624.0,2887991296.0,135864320.0,1313071104.0,3935453184.0,0.0,0.0,3.780,2.990,1.710
31-10 17:04:59,98.0,1.750,0.250,0.0,0.0,0.0,0.0,0.0,2893504512.0,135864320.0,1310445568.0,3932565504.0,0.0,0.0,3.780,2.990,1.710
31-10 17:05:00,97.257,1.995,0.499,0.0,0.0,0.249,0.0,2793472.0,2550648832.0,135872512.0,1313370112.0,4272488448.0,0.0,0.0,3.960,3.040,1.730
31-10 17:05:01,93.970,2.764,3.266,0.0,0.0,0.0,0.0,217088.0,2606407680.0,135872512.0,1313632256.0,4216467456.0,0.0,0.0,3.960,3.040,1.730
31-10 17:05:02,98.747,1.253,0.0,0.0,0.0,0.0,0.0,45056.0,2756526080.0,135872512.0,1313628160.0,4066353152.0,0.0,0.0,3.960,3.040,1.730
31-10 17:05:03,97.0,2.250,0.750,0.0,0.0,0.0,0.0,233472.0,2897702912.0,135880704.0,1312460800.0,3926335488.0,0.0,0.0,3.960,3.040,1.730
31-10 17:05:04,98.500,1.500,0.0,0.0,0.0,0.0,0.0,2809856.0,2528083968.0,135888896.0,1313218560.0,4295188480.0,0.0,0.0,3.960,3.040,1.730
31-10 17:05:05,96.482,2.261,0.754,0.0,0.0,0.503,0.0,57344.0,2574270464.0,135888896.0,1313054720.0,4249165824.0,0.0,0.0,4.200,3.100,1.760
31-10 17:05:06,99.497,0.503,0.0,0.0,0.0,0.0,0.0,0.0,2627289088.0,135888896.0,1313140736.0,4196061184.0,0.0,0.0,4.200,3.100,1.760
31-10 17:05:07,96.491,1.253,2.256,0.0,0.0,0.0,0.0,159744.0,2690740224.0,135888896.0,1313390592.0,4132360192.0,0.0,0.0,4.200,3.100,1.760
31-10 17:05:08,97.506,1.496,0.748,0.249,0.0,0.0,0.0,253952.0,2795171840.0,135897088.0,1313411072.0,4027899904.0,0.0,0.0,4.200,3.100,1.760
31-10 17:05:09,98.744,1.256,0.0,0.0,0.0,0.0,0.0,57344.0,2873532416.0,135897088.0,1313398784.0,3949551616.0,0.0,0.0,4.200,3.100,1.760
31-10 17:05:10,95.990,2.506,1.504,0.0,0.0,0.0,0.0,2699264.0,2987896832.0,135897088.0,1312964608.0,3835621376.0,0.0,0.0,4.430,3.170,1.790
31-10 17:05:11,93.734,2.757,3.509,0.0,0.0,0.0,0.0,147456.0,2575409152.0,135905280.0,1313050624.0,4248014848.0,0.0,0.0,4.430,3.170,1.790
31-10 17:05:12,88.131,0.758,11.111,0.0,0.0,0.0,0.0,442368.0,2672631808.0,135938048.0,1313337344.0,4150472704.0,0.0,0.0,4.430,3.170,1.790
31-10 17:05:13,97.0,1.0,2.0,0.0,0.0,0.0,0.0,282624.0,2804350976.0,135946240.0,1313247232.0,4018835456.0,0.0,0.0,4.430,3.170,1.790
31-10 17:05:14,94.975,2.010,3.015,0.0,0.0,0.0,0.0,2736128.0,2429468672.0,135946240.0,1313206272.0,4393758720.0,0.0,0.0,4.430,3.170,1.790
31-10 17:05:15,79.052,3.491,16.708,0.249,0.0,0.499,0.0,221184.0,2521010176.0,135946240.0,1313312768.0,4302110720.0,0.0,0.0,4.310,3.170,1.800
31-10 17:05:16,83.166,1.508,15.327,0.0,0.0,0.0,0.0,2703360.0,2677194752.0,135946240.0,1313275904.0,4145963008.0,0.0,0.0,4.310,3.170,1.800
31-10 17:05:17,90.250,2.0,7.750,0.0,0.0,0.0,0.0,155648.0,2297307136.0,135954432.0,1313378304.0,4525740032.0,0.0,0.0,4.310,3.170,1.800
31-10 17:05:18,91.919,1.263,6.566,0.253,0.0,0.0,0.0,253952.0,2363846656.0,135962624.0,1313386496.0,4459184128.0,0.0,0.0,4.310,3.170,1.800
31-10 17:05:19,89.698,1.759,8.543,0.0,0.0,0.0,0.0,8192.0,2428575744.0,135962624.0,1313382400.0,4394459136.0,0.0,0.0,4.310,3.170,1.800
31-10 17:05:20,95.990,1.754,2.256,0.0,0.0,0.0,0.0,36864.0,2484908032.0,135962624.0,1313144832.0,4338364416.0,0.0,0.0,4.450,3.210,1.820
31-10 17:05:21,95.718,1.008,3.275,0.0,0.0,0.0,0.0,16384.0,2559946752.0,135962624.0,1313021952.0,4263448576.0,0.0,0.0,4.450,3.210,1.820
31-10 17:05:22,94.750,0.750,4.500,0.0,0.0,0.0,0.0,167936.0,2578259968.0,135962624.0,1313374208.0,4244783104.0,0.0,0.0,4.450,3.210,1.820
31-10 17:05:23,88.0,1.750,8.750,1.500,0.0,0.0,0.0,299008.0,2670436352.0,135979008.0,1313120256.0,4152844288.0,0.0,0.0,4.450,3.210,1.820
31-10 17:05:24,94.697,1.263,4.040,0.0,0.0,0.0,0.0,32768.0,2752167936.0,135979008.0,1312579584.0,4071653376.0,0.0,0.0,4.450,3.210,1.820
31-10 17:05:25,83.500,2.500,13.500,0.250,0.0,0.250,0.0,2916352.0,2454511616.0,135979008.0,1313243136.0,4368646144.0,0.0,0.0,4.330,3.210,1.820
31-10 17:05:26,82.707,1.003,16.291,0.0,0.0,0.0,0.0,45056.0,2608685056.0,135979008.0,1313394688.0,4214321152.0,0.0,0.0,4.330,3.210,1.820
31-10 17:05:27,90.404,2.020,6.566,1.010,0.0,0.0,0.0,2715648.0,2286641152.0,135979008.0,1313316864.0,4536442880.0,0.0,0.0,4.330,3.210,1.820
31-10 17:05:28,73.201,1.737,24.566,0.248,0.0,0.248,0.0,262144.0,2287808512.0,135987200.0,1313374208.0,4535209984.0,0.0,0.0,4.330,3.210,1.820
31-10 17:05:29,53.634,0.752,45.614,0.0,0.0,0.0,0.0,40960.0,2342289408.0,135987200.0,1313366016.0,4480737280.0,0.0,0.0,4.330,3.210,1.820
31-10 17:05:30,58.354,1.496,39.900,0.249,0.0,0.0,0.0,77824.0,2407796736.0,135995392.0,1313099776.0,4415488000.0,0.0,0.0,4.060,3.170,1.820
31-10 17:05:31,56.675,1.511,41.814,0.0,0.0,0.0,0.0,167936.0,2425233408.0,135995392.0,1313189888.0,4397961216.0,0.0,0.0,4.060,3.170,1.820
31-10 17:05:32,56.423,1.511,42.065,0.0,0.0,0.0,0.0,45056.0,2508038144.0,135995392.0,1312313344.0,4316033024.0,0.0,0.0,4.060,3.170,1.820
31-10 17:05:33,45.340,1.511,52.645,0.252,0.0,0.252,0.0,2748416.0,2235035648.0,135995392.0,1313341440.0,4588007424.0,0.0,0.0,4.060,3.170,1.820
31-10 17:05:34,48.485,1.263,49.747,0.505,0.0,0.0,0.0,249856.0,2272034816.0,136003584.0,1313370112.0,4550971392.0,0.0,0.0,4.060,3.170,1.820
31-10 17:05:35,66.751,0.756,32.494,0.0,0.0,0.0,0.0,4096.0,2300190720.0,136003584.0,1313361920.0,4522823680.0,0.0,0.0,3.980,3.170,1.830
31-10 17:05:36,50.374,2.244,47.382,0.0,0.0,0.0,0.0,40960.0,2378817536.0,136003584.0,1313337344.0,4444221440.0,0.0,0.0,3.980,3.170,1.830
31-10 17:05:37,62.843,0.998,35.910,0.249,0.0,0.0,0.0,20480.0,2410598400.0,136003584.0,1313079296.0,4412698624.0,0.0,0.0,3.980,3.170,1.830
31-10 17:05:38,63.591,1.496,34.913,0.0,0.0,0.0,0.0,176128.0,2433359872.0,136003584.0,1313214464.0,4389801984.0,0.0,0.0,3.980,3.170,1.830
31-10 17:05:39,67.750,2.250,29.750,0.250,0.0,0.0,0.0,3018752.0,2605383680.0,136019968.0,1313071104.0,4217905152.0,0.0,0.0,3.980,3.170,1.830
31-10 17:05:40,43.112,1.531,55.357,0.0,0.0,0.0,0.0,65536.0,2244411392.0,136019968.0,1313341440.0,4578607104.0,0.0,0.0,3.900,3.170,1.830
31-10 17:05:41,53.652,0.252,46.096,0.0,0.0,0.0,0.0,0.0,2268012544.0,136019968.0,1313374208.0,4554973184.0,0.0,0.0,3.900,3.170,1.830
31-10 17:05:42,61.809,1.759,36.432,0.0,0.0,0.0,0.0,16384.0,2319757312.0,136019968.0,1313374208.0,4503228416.0,0.0,0.0,3.900,3.170,1.830
31-10 17:05:43,54.523,1.005,44.221,0.251,0.0,0.0,0.0,45056.0,2399346688.0,136019968.0,1313591296.0,4423421952.0,0.0,0.0,3.900,3.170,1.830
31-10 17:05:44,60.050,0.754,38.945,0.251,0.0,0.0,0.0,106496.0,2410749952.0,136028160.0,1313234944.0,4412366848.0,0.0,0.0,3.900,3.170,1.830
31-10 17:05:45,58.291,1.256,40.452,0.0,0.0,0.0,0.0,262144.0,2487705600.0,136036352.0,1313406976.0,4335230976.0,0.0,0.0,3.750,3.150,1.830
31-10 17:05:46,61.250,2.750,35.750,0.250,0.0,0.0,0.0,2736128.0,2208256000.0,136036352.0,1313411072.0,4614676480.0,0.0,0.0,3.750,3.150,1.830
31-10 17:05:47,5.514,0.501,93.734,0.251,0.0,0.0,0.0,32768.0,2175135744.0,136036352.0,1313378304.0,4647829504.0,0.0,0.0,3.750,3.150,1.830
31-10 17:05:48,1.0,0.500,98.500,0.0,0.0,0.0,0.0,0.0,2175135744.0,136036352.0,1313378304.0,4647829504.0,0.0,0.0,3.750,3.150,1.830
31-10 17:05:49,0.251,0.251,97.744,1.754,0.0,0.0,0.0,217088.0,2175127552.0,136044544.0,1313378304.0,4647829504.0,0.0,0.0,3.750,3.150,1.830
31-10 17:05:50,0.501,0.752,98.496,0.251,0.0,0.0,0.0,0.0,2175127552.0,136044544.0,1313361920.0,4647845888.0,0.0,0.0,3.450,3.100,1.820
31-10 17:05:51,0.499,1.247,98.254,0.0,0.0,0.0,0.0,0.0,2175262720.0,136044544.0,1313353728.0,4647718912.0,0.0,0.0,3.450,3.100,1.820
31-10 17:05:52,0.748,0.499,98.753,0.0,0.0,0.0,0.0,40960.0,2175459328.0,136052736.0,1313345536.0,4647522304.0,0.0,0.0,3.450,3.100,1.820
31-10 17:05:53,0.503,0.503,98.995,0.0,0.0,0.0,0.0,0.0,2175401984.0,136052736.0,1313349632.0,4647575552.0,0.0,0.0,3.450,3.100,1.820
31-10 17:05:54,0.499,0.499,99.002,0.0,0.0,0.0,0.0,16384.0,2175401984.0,136052736.0,1313349632.0,4647575552.0,0.0,0.0,3.450,3.100,1.820
31-10 17:05:55,0.0,0.0,99.749,0.251,0.0,0.0,0.0,12288.0,2175389696.0,136060928.0,1313353728.0,4647575552.0,0.0,0.0,3.170,3.040,1.810
31-10 17:05:56,0.499,0.499,99.002,0.0,0.0,0.0,0.0,4096.0,2175500288.0,136060928.0,1313353728.0,4647464960.0,0.0,0.0,3.170,3.040,1.810
31-10 17:05:57,0.251,0.501,99.248,0.0,0.0,0.0,0.0,0.0,2175475712.0,136060928.0,1313353728.0,4647489536.0,0.0,0.0,3.170,3.040,1.810
31-10 17:05:58,0.998,0.499,98.504,0.0,0.0,0.0,0.0,0.0,2175426560.0,136060928.0,1313353728.0,4647538688.0,0.0,0.0,3.170,3.040,1.810
31-10 17:05:59,0.744,0.993,98.015,0.248,0.0,0.0,0.0,0.0,2175373312.0,136060928.0,1313353728.0,4647591936.0,0.0,0.0,3.170,3.040,1.810
31-10 17:06:00,1.008,0.504,98.489,0.0,0.0,0.0,0.0,40960.0,2175483904.0,136069120.0,1313615872.0,4647211008.0,0.0,0.0,2.920,2.990,1.800
31-10 17:06:01,0.498,0.249,99.254,0.0,0.0,0.0,0.0,53248.0,2175516672.0,136077312.0,1313574912.0,4647211008.0,0.0,0.0,2.920,2.990,1.800
31-10 17:06:02,0.251,0.501,99.248,0.0,0.0,0.0,0.0,0.0,2175971328.0,136077312.0,1313574912.0,4646756352.0,0.0,0.0,2.920,2.990,1.800
31-10 17:06:03,0.750,1.0,98.250,0.0,0.0,0.0,0.0,0.0,2175913984.0,136077312.0,1313542144.0,4646846464.0,0.0,0.0,2.920,2.990,1.800
31-10 17:06:04,0.498,0.249,99.005,0.249,0.0,0.0,0.0,61440.0,2177933312.0,136085504.0,1313533952.0,4644827136.0,0.0,0.0,2.920,2.990,1.800
31-10 17:06:05,0.752,0.752,98.496,0.0,0.0,0.0,0.0,0.0,2178027520.0,136085504.0,1313542144.0,4644724736.0,0.0,0.0,2.680,2.940,1.790
31-10 17:06:06,0.501,0.501,98.997,0.0,0.0,0.0,0.0,24576.0,2178052096.0,136085504.0,1313542144.0,4644700160.0,0.0,0.0,2.680,2.940,1.790
31-10 17:06:07,0.499,0.249,99.252,0.0,0.0,0.0,0.0,12288.0,2177916928.0,136093696.0,1313542144.0,4644827136.0,0.0,0.0,2.680,2.940,1.790
31-10 17:06:08,0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,2177916928.0,136093696.0,1313542144.0,4644827136.0,0.0,0.0,2.680,2.940,1.790
31-10 17:06:09,0.750,0.750,98.500,0.0,0.0,0.0,0.0,0.0,2177916928.0,136093696.0,1313542144.0,4644827136.0,0.0,0.0,2.680,2.940,1.790
31-10 17:06:10,0.250,0.0,99.500,0.250,0.0,0.0,0.0,0.0,2178322432.0,136093696.0,1309085696.0,4648878080.0,0.0,0.0,2.470,2.890,1.780
31-10 17:06:11,0.250,0.500,99.250,0.0,0.0,0.0,0.0,45056.0,2178424832.0,136101888.0,1308962816.0,4648890368.0,0.0,0.0,2.470,2.890,1.780
31-10 17:06:12,0.251,0.503,99.246,0.0,0.0,0.0,0.0,0.0,2178584576.0,136101888.0,1308971008.0,4648722432.0,0.0,0.0,2.470,2.890,1.780
31-10 17:06:13,0.250,0.250,99.250,0.250,0.0,0.0,0.0,12288.0,2178252800.0,136110080.0,1309003776.0,4649013248.0,0.0,0.0,2.470,2.890,1.780
31-10 17:06:14,0.750,0.750,98.500,0.0,0.0,0.0,0.0,16384.0,2178506752.0,136110080.0,1309003776.0,4648759296.0,0.0,0.0,2.470,2.890,1.780
31-10 17:06:15,0.251,0.501,99.248,0.0,0.0,0.0,0.0,0.0,2178412544.0,136110080.0,1308971008.0,4648886272.0,0.0,0.0,2.350,2.860,1.780
31-10 17:06:16,0.499,0.499,98.753,0.249,0.0,0.0,0.0,0.0,2178412544.0,136110080.0,1308971008.0,4648886272.0,0.0,0.0,2.350,2.860,1.780
31-10 17:06:17,0.499,0.748,98.753,0.0,0.0,0.0,0.0,4096.0,2178412544.0,136110080.0,1308971008.0,4648886272.0,0.0,0.0,2.350,2.860,1.780
31-10 17:06:18,0.500,0.500,99.0,0.0,0.0,0.0,0.0,0.0,2178412544.0,136110080.0,1308971008.0,4648886272.0,0.0,0.0,2.350,2.860,1.780
31-10 17:06:19,0.756,0.0,99.244,0.0,0.0,0.0,0.0,53248.0,2178404352.0,136118272.0,1308971008.0,4648886272.0,0.0,0.0,2.350,2.860,1.780
31-10 17:06:20,1.247,0.499,98.254,0.0,0.0,0.0,0.0,40960.0,2178404352.0,136126464.0,1308962816.0,4648886272.0,0.0,0.0,2.160,2.810,1.770
31-10 17:06:21,0.250,0.250,99.500,0.0,0.0,0.0,0.0,0.0,2178613248.0,136126464.0,1308499968.0,4649140224.0,0.0,0.0,2.160,2.810,1.770
31-10 17:06:22,0.750,0.750,98.500,0.0,0.0,0.0,0.0,0.0,2178613248.0,136126464.0,1308499968.0,4649140224.0,0.0,0.0,2.160,2.810,1.770
31-10 17:06:23,0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,2178613248.0,136126464.0,1308499968.0,4649140224.0,0.0,0.0,2.160,2.810,1.770
31-10 17:06:24,0.249,0.249,99.252,0.249,0.0,0.0,0.0,16384.0,2178740224.0,136126464.0,1308499968.0,4649013248.0,0.0,0.0,2.160,2.810,1.770
31-10 17:06:25,0.752,0.752,98.496,0.0,0.0,0.0,0.0,12288.0,2178605056.0,136134656.0,1308499968.0,4649140224.0,0.0,0.0,1.990,2.770,1.760
31-10 17:06:26,0.500,0.750,98.500,0.250,0.0,0.0,0.0,0.0,2178605056.0,136134656.0,1308499968.0,4649140224.0,0.0,0.0,1.990,2.770,1.760
31-10 17:06:27,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2178732032.0,136134656.0,1308499968.0,4649013248.0,0.0,0.0,1.990,2.770,1.760
31-10 17:06:28,14.322,1.508,84.171,0.0,0.0,0.0,0.0,0.0,2225233920.0,136134656.0,1313492992.0,4597518336.0,0.0,0.0,1.990,2.770,1.760
31-10 17:06:29,51.880,1.253,46.867,0.0,0.0,0.0,0.0,0.0,2270769152.0,136134656.0,1313390592.0,4552085504.0,0.0,0.0,1.990,2.770,1.760
31-10 17:06:30,65.743,1.259,28.212,4.786,0.0,0.0,0.0,1462272.0,2300465152.0,136142848.0,1313394688.0,4522377216.0,0.0,0.0,2.150,2.790,1.770
31-10 17:06:31,54.726,0.995,41.045,3.234,0.0,0.0,0.0,188416.0,2364321792.0,136151040.0,1313361920.0,4458545152.0,0.0,0.0,2.150,2.790,1.770
31-10 17:06:32,58.586,1.263,40.152,0.0,0.0,0.0,0.0,20480.0,2410815488.0,136151040.0,1313103872.0,4412309504.0,0.0,0.0,2.150,2.790,1.770
31-10 17:06:33,53.250,0.750,46.0,0.0,0.0,0.0,0.0,176128.0,2429366272.0,136151040.0,1313181696.0,4393680896.0,0.0,0.0,2.150,2.790,1.770
31-10 17:06:34,67.588,2.261,30.151,0.0,0.0,0.0,0.0,2736128.0,2602254336.0,136151040.0,1313251328.0,4220723200.0,0.0,0.0,2.150,2.790,1.770
31-10 17:06:35,42.786,1.244,55.721,0.249,0.0,0.0,0.0,131072.0,2253275136.0,136159232.0,1313366016.0,4569579520.0,0.0,0.0,2.060,2.760,1.770
31-10 17:06:36,55.112,0.249,44.140,0.499,0.0,0.0,0.0,229376.0,2270531584.0,136167424.0,1313456128.0,4552224768.0,0.0,0.0,2.060,2.760,1.770
31-10 17:06:37,64.232,1.259,34.509,0.0,0.0,0.0,0.0,16384.0,2320535552.0,136167424.0,1313447936.0,4502228992.0,0.0,0.0,2.060,2.760,1.770
31-10 17:06:38,48.622,1.253,50.125,0.0,0.0,0.0,0.0,45056.0,2400735232.0,136167424.0,1313443840.0,4422033408.0,0.0,0.0,2.060,2.760,1.770
31-10 17:06:39,56.079,1.241,42.432,0.248,0.0,0.0,0.0,4096.0,2412445696.0,136167424.0,1313222656.0,4410544128.0,0.0,0.0,2.060,2.760,1.770
31-10 17:06:40,52.010,1.005,46.985,0.0,0.0,0.0,0.0,212992.0,2442936320.0,136175616.0,1313308672.0,4379959296.0,0.0,0.0,2.130,2.760,1.770
31-10 17:06:41,64.250,2.500,33.0,0.0,0.0,0.250,0.0,2719744.0,2598379520.0,136175616.0,1313419264.0,4224405504.0,0.0,0.0,2.130,2.760,1.770
31-10 17:06:42,39.750,1.250,57.250,1.500,0.0,0.250,0.0,315392.0,2254159872.0,136183808.0,1313423360.0,4568612864.0,0.0,0.0,2.130,2.760,1.770
31-10 17:06:43,57.286,1.256,41.206,0.251,0.0,0.0,0.0,0.0,2270502912.0,136183808.0,1313681408.0,4552011776.0,0.0,0.0,2.130,2.760,1.770
31-10 17:06:44,64.322,1.256,34.171,0.251,0.0,0.0,0.0,32768.0,2327162880.0,136183808.0,1313681408.0,4495351808.0,0.0,0.0,2.130,2.760,1.770
31-10 17:06:45,56.030,0.754,43.216,0.0,0.0,0.0,0.0,45056.0,2411061248.0,136183808.0,1313497088.0,4411637760.0,0.0,0.0,2.200,2.770,1.780
31-10 17:06:46,57.935,0.756,41.310,0.0,0.0,0.0,0.0,0.0,2418679808.0,136183808.0,1313140736.0,4404375552.0,0.0,0.0,2.200,2.770,1.780
31-10 17:06:47,52.250,1.0,46.750,0.0,0.0,0.0,0.0,266240.0,2511212544.0,136192000.0,1313456128.0,4311519232.0,0.0,0.0,2.200,2.770,1.780
31-10 17:06:48,59.453,2.736,37.562,0.0,0.0,0.249,0.0,2932736.0,2211913728.0,136200192.0,1313316864.0,4610949120.0,0.0,0.0,2.200,2.770,1.780
31-10 17:06:49,39.899,0.758,59.091,0.253,0.0,0.0,0.0,32768.0,2256408576.0,136200192.0,1313492992.0,4566278144.0,0.0,0.0,2.200,2.770,1.780
31-10 17:06:50,70.426,0.752,28.822,0.0,0.0,0.0,0.0,0.0,2282999808.0,136200192.0,1313492992.0,4539686912.0,0.0,0.0,2.270,2.770,1.790
31-10 17:06:51,84.962,2.256,12.531,0.251,0.0,0.0,0.0,16384.0,2369445888.0,136200192.0,1313484800.0,4453249024.0,0.0,0.0,2.270,2.770,1.790
31-10 17:06:52,82.0,1.250,16.750,0.0,0.0,0.0,0.0,24576.0,2456821760.0,136200192.0,1313525760.0,4365832192.0,0.0,0.0,2.270,2.770,1.790
31-10 17:06:53,95.202,1.515,3.283,0.0,0.0,0.0,0.0,98304.0,2508959744.0,136208384.0,1313251328.0,4313960448.0,0.0,0.0,2.270,2.770,1.790
31-10 17:06:54,96.734,1.256,2.010,0.0,0.0,0.0,0.0,57344.0,2531188736.0,136216576.0,1313153024.0,4291821568.0,0.0,0.0,2.270,2.770,1.790
31-10 17:06:55,85.859,1.263,12.879,0.0,0.0,0.0,0.0,184320.0,2589745152.0,136216576.0,1313636352.0,4232781824.0,0.0,0.0,2.490,2.810,1.810
31-10 17:06:56,87.970,2.256,9.774,0.0,0.0,0.0,0.0,86016.0,2755932160.0,136216576.0,1313517568.0,4066713600.0,0.0,0.0,2.490,2.810,1.810
31-10 17:06:57,89.975,3.258,6.767,0.0,0.0,0.0,0.0,2719744.0,2426458112.0,136216576.0,1313665024.0,4396040192.0,0.0,0.0,2.490,2.810,1.810
31-10 17:06:58,85.606,2.273,11.869,0.0,0.0,0.253,0.0,253952.0,2464837632.0,136224768.0,1313169408.0,4358148096.0,0.0,0.0,2.490,2.810,1.810
31-10 17:06:59,82.045,0.998,16.958,0.0,0.0,0.0,0.0,172032.0,2524008448.0,136224768.0,1313406976.0,4298739712.0,0.0,0.0,2.490,2.810,1.810
31-10 17:07:00,97.500,2.0,0.500,0.0,0.0,0.0,0.0,110592.0,2672951296.0,136232960.0,1313660928.0,4149534720.0,0.0,0.0,2.770,2.860,1.830
31-10 17:07:01,93.199,2.267,4.282,0.252,0.0,0.0,0.0,2715648.0,2310037504.0,136232960.0,1313386496.0,4512722944.0,0.0,0.0,2.770,2.860,1.830
31-10 17:07:02,85.678,1.508,12.563,0.251,0.0,0.0,0.0,57344.0,2389487616.0,136232960.0,1313603584.0,4433055744.0,0.0,0.0,2.770,2.860,1.830
31-10 17:07:03,83.417,2.010,14.573,0.0,0.0,0.0,0.0,274432.0,2491969536.0,136241152.0,1313472512.0,4330696704.0,0.0,0.0,2.770,2.860,1.830
31-10 17:07:04,96.742,1.504,1.754,0.0,0.0,0.0,0.0,90112.0,2513096704.0,136249344.0,1313218560.0,4309815296.0,0.0,0.0,2.770,2.860,1.830
31-10 17:07:05,94.975,0.754,4.271,0.0,0.0,0.0,0.0,0.0,2550386688.0,136249344.0,1313337344.0,4272406528.0,0.0,0.0,3.030,2.910,1.850
31-10 17:07:06,82.915,2.261,14.824,0.0,0.0,0.0,0.0,225280.0,2610135040.0,136249344.0,1313607680.0,4212387840.0,0.0,0.0,3.030,2.910,1.850
31-10 17:07:07,95.980,2.010,2.010,0.0,0.0,0.0,0.0,53248.0,2773663744.0,136249344.0,1313415168.0,4049051648.0,0.0,0.0,3.030,2.910,1.850
31-10 17:07:08,88.413,2.519,9.068,0.0,0.0,0.0,0.0,2949120.0,2447106048.0,136257536.0,1313103872.0,4375912448.0,0.0,0.0,3.030,2.910,1.850
31-10 17:07:09,69.521,1.763,28.212,0.252,0.0,0.252,0.0,40960.0,2430636032.0,136257536.0,1313316864.0,4392169472.0,0.0,0.0,3.030,2.910,1.850
31-10 17:07:10,56.858,1.746,41.397,0.0,0.0,0.0,0.0,204800.0,2583126016.0,136257536.0,1313415168.0,4239581184.0,0.0,0.0,3.020,2.910,1.860
31-10 17:07:11,46.076,2.025,51.392,0.253,0.0,0.253,0.0,2813952.0,2179530752.0,136265728.0,1313161216.0,4643422208.0,0.0,0.0,3.020,2.910,1.860
